prod|title|author|date|review_format|stars|comments|review_ids|link_id|n_helpful
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Beautiful playmat that grows with your baby
            "|Yume P Nguyen|January 22, 2019|Verified Purchase|5|"This is way overdue, but I’m just coming out of the fog of having a baby. So many things I love about this playmat...let me list the ways:1.  Easy to set up because seriously, who has the time for complicated instructions after having a baby?2. Materials are durable and non-toxic. I love the natural wood and organic cotton. One less thing to worry about.3. Aesthetically pleasing design. I don’t know why most baby items have to be such an eyesore—this playmat is not.4. Includes flash cards with ideas for different ways to engage and play with your newborn because sometimes it’s hard to find new activities to do with your little one. There’s only so many times you can do peek-a-boo.5. Easy to wash. Babies are messy6. My toddler loves the tent feature. She thinks we bought it for her. She doesn’t need to know the truth.
            "|R3FNKMT6P4GZ21|AH5QXIHCOGKFLWN73ITBVCWEO72A|4
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Poorly designed Velcro elements... Not practical or easy to use AT ALL.
            "|chercherie|March 4, 2019|Verified Purchase|2|"In spite of it's beautiful colors and contemporary style, the practical construction of the velcro straps to attach the mat to the wooden beams and for the tent canopy were horrifically designed. It seems like they added those last elements in the car on the way to the factory and gave them 5 minutes thought. Instructions for any good way to connect these is non-existent.Takes forever to put up and take down the tent canopy and it is also terribly designed and very unpractical.Zero reinforcement where the velcro and wooden beams meet at the fabric mat for sturdyness sake.For $140... Shame shame.These concerns need to be addressed in updates to the product.
            "|R213P0Z27TDDM0|AGTTP257OZ2BJ6DCHH4I3UV5N7GQ|3
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Second to none
            "|Steven Siwek|December 5, 2018|Verified Purchase|5|"I've loved how our Play Gym is parent-friendly, kid-friendly, and house-friendly. Parent-friendly because I don't have to worry about the quality of the materials used. Kid-friendly because I've been amazed watching both of our children (2yo and 4mo old) laugh, coo, and play together on the Play Gym. House-friendly because our minimalist style makes it hard for us to put lots of kid things in the open...until Lovevery's Play Gym came along. It's so well designed and looks so great that we always keep it in our main living room. We love the Play Gym!
            "|RUSSHI0TYGC4T|AHZLOGRZBM7TKLGDVO2UIFQRU3SQ|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Beautiful + Intentional Design
            "|Matt S.|November 28, 2018|Verified Purchase|5|"We are so happy with our Lovevery Playmat. So far our baby loves it, our toddler has a safe and directed way to interact with his little sister, and us adults are happy to have something that both kids use that looks nice in our shared space. The materials and design are 100% wonderful. Lovevery's customer service is the best there is. We are very pleased with the quality and I'm certain I'll be handing this toy down to a very happy friend when we no longer need it.
            "|R1BITL86C89NAQ|AGWKNCTKQQ7I4M5PFH2KG5ZGXQJA|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Nice product for child development
            "|Izzy|September 12, 2018|Verified Purchase|5|"Great product so far, nicely made with well designed accessories.
            "|RORAHXMI2PJBG|AGD2VLDYRJ44FGGSPRHZA7BQJIOA|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Exactly what I was hoping for!
            "|Amazon Customer|August 18, 2018|Verified Purchase|5|"Perfect, durable and soft. Love it!
            "|RE2W24MKNY9HH|AHXLOQBYWN6WVJDJM3SWLQPWFMHQ|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"We love the canopy
            "|Amazon Customer|December 3, 2017|Verified Purchase|5|"Our 6 month old baby girl, Thea, loves the play gym!  Each attachment peaks her interest and she reaches for them in wonderment!  We love the canopy!  The Play Gym has years of fun ahead!
            "|R3EK8YO4Z4TO8Z|AGSOIWW6BJWMWWS2BOHJRNB5BJVQ|12
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Grows with baby
            "|Jenna Johnson|March 24, 2018|Verified Purchase|5|"Love this play gym! I love that it can grow with the baby and that there are constantly new activities as shown in the accompanying guide book
            "|R1ISOW03K7UJE|AG4SOYM2HVOAHIOV5UI5WM76NANA|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Must have
            "|Sunita|February 21, 2019|Verified Purchase|5|"Yes it’s worth the crazy price. We’ve been using it daily since my baby was a month old. It has so many aspects that unlike other cheaper ones, he doesn’t get bored. Plus when you open the box you can just tell the quality is so good. I was worried about the white fabric with a baby who spits up but the material has some kind of layer on it where it just kind of wipes off which is awesome-dust and dog hair are definitely seen on it but you can easily brush or shake it off.Tip: For newer babies who can’t reach the toys on it yet I clipped on the Manhattan Toy Wimmer-Ferguson Stim-Mobile To Go mobile ($12) and once they can start grabbing you can use those cheap colorful chain links ($5) for them to grab at and to attach the toys from the mobile (like the ball) on to.
            "|RDL1PK0XW052P|AHIAQ67BVQTUF6HVWOF35GUQW3XQ|3
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love!
            "|Danielle Vinnola|June 22, 2018|Verified Purchase|5|"Love the design and how well built it is. My baby loves it and it holds up against my 3 year old
            "|R5AMZYRDNRM44|AEYXGG23SJYCIKODRXHTUEU3ODQQ|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great investment!
            "|Ashley Wittmer|February 21, 2018|Verified Purchase|5|"Looooove this gym! Totally worth the money. Everything is very thoughtfully made. We love how you can change out the cards and mirrors and detach the toys for on the floor play. There are 4 different developmental stations and a tent you can add and take away! This gym also comes with a month by month guide to help stimulate your baby. This is by far our favorite toy. I’m glad we invested in this play gym verses a cheap plastic one. We will use it for all of our children in the future.
            "|RU32FPTBQSULD|AHGPVOMFLP3B2J4PEVQZYN53U7WQ|13
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Perfect Gift!!!
            "|Amazon Customer|February 11, 2019|Verified Purchase|5|"I'm becoming an aunt for the first time in May!!!! I'm so excited and have been trying to think of the perfect gift to get my sister. Last week I got a text from my closest girlfriend with a picture of her 6 month old son on the Lovevery play mat followed by this text: ""This play mat has been a saving grace for me!!! I was sick all last week and I'd put him on the mat and he loved it. If I put him down anywhere else he cried and needed to be held, but everything they've designed for his age keeps him curious and entertained. It's amazing. Get one for your nephew!!!!"" That's a pretty convincing review, so, of course, I got one!When my son was born - 12 years ago - the play mats were basically a blanket with a noisy stuffy attached. I can't believe how much thought and research has gone into this mat and how they've designed it to grow with the child. I wish I had one back then but very much looking forward to watching my little nephew enjoy this for years!
            "|R38LBLPNZZPDFQ|AEXF3J63TUA3FSEFBGIODT7PXQHQ|3
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great product
            "|Lauren Dickie|August 9, 2018|Verified Purchase|5|"Baby loves it; many options and can change out for your own toys if you want. Very happy with the purchase.
            "|R4F5RRYYL4UGB|AHC7WEFYCYWLPMPQ7JLCJGXTAANQ|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Worthy of the Awards
            "|"r|m|c"|November 27, 2018|Verified Purchase|5|"I got this for my niece when she was 2 months old. When she received it, she couldn't even spend more than 5 minutes in tummy time. 2 months later she was rolling around and at 5 months she was crawling. Also she cannot leave home without the toy attachments even until today.
            "|R1MXVD8OJEPJME|AELZUQ6IO27CUIELM7LT6OCQK32Q|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great play mat but a few improvements needed
            "|MS|August 19, 2019|Verified Purchase|4|"Overall this is a great play gym. We’ve had for 4 months now and our LO loves playing in this play gym. It’s been a joy to watch our little one be entertained for long periods of time with all of the different sections and the hanging toys. The cards in the learn to focus zone and the making sounds section are particular favorites along with the wooden batting ring. We also love the guide that comes with the gym and gives useful suggestions for how to play with your baby at different ages with both the toys and the play gym. The colors are fun and the simplicity is great. With our first kid we had a different playgym and while there were some clear advantages with the other play gym, this one is still our preferred play gym - especially because of the educational nature of the accessories / toys that this play gym has.That being said, there are a few things that could be improved with this product to make it a 5 star product:1) Fabric - the fabric is a magnet for dust and dirt. It’s very easy to clean, but it’s annoying how much clings to this to begin with2) Cushion- the mat is somewhat thin and lacking in cushion. This is especially important for babies that are learning to sit up as they can fall hard. We have hardwood floors with padding under area rugs but we still had to put a foam mat under this play gym to provide some better cushion. With our old play gym we didn’t need to do this as it was sufficiently padded3) modify learn to focus zone - this is one of our LO’s favorite activity however I wish the velcro was not on the bottom section of the mat so when you remove the learn to focus zone your LO is not rolling around on velcro which is itchy if they don’t have pants on4) rough edges on wood - as other reviews have noted, there are some unfinished / rough sections on the wooden batting ring and the wooden legs of the gym. I don’t really mind the rough edges on the legs because on ours these spots are towards the highest part where our LO won’t be touching, but the batting ring is another story - there really shouldn’t be unfinished rough parts on something that a baby’s hand is touching and their mouth is potentially touching. We took some sandpaper to smooth ours out and then put a thin coat of beeswax to seal the wood.5) tummy time pillow - for the price it would have been nice if it came with a tummy time pillowOverall I think this is a great product and I would recommend to friends. This review is my own opinion and I did not receive any compensation or discounted or free product for this review.
            "|R2KKSVUSKJM7QD|AFUHOB7JX2MWQX7YXNUJRFLZKHEQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Developed for babies, with exactly what they need and nothing less
            "|Amazon Customer|December 18, 2018|Verified Purchase|5|"We have so enjoyed this playgym. My babe is 4 months and each detail of this gym is perfect for her growing needs. My favorite part of the gym is the simplicity. It isn’t overstimulating but offers exactly what she needs to let her mind wander and grow. The flash cards tell me exactly what activities she should be doing at each monthly stage. It also gives me ideas of how to interact with my baby and what tools to use.It is very durable and will last for many months to come. I can’t wait for her to explore the hide and seek flap with her brothers. It’s perfect for parents or siblings to get in the floor and spend time learning and playing with your baby at any stage.
            "|R1RYWBD4V8T3O3|AED4LOGSVUAVSCQQNIG4TOQZBYLQ|4
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"I LOVE THIS PRODUCT!
            "|Amazon Customer|December 5, 2018|Verified Purchase|5|"Lovevery has made the best possible product, all of my grandkids love it, and it was so easy to assemble. It also is very easy and compact. This product is definitely one of my favorites I've ever had, and with 6 kids, that says a lot. This product is so cute, and I have gotten so many questions about where I got it. I would recommend this product to anyone who has kids! It's the best quality, and great functionality!
            "|R4AC8L4QVW91S|AFGHGED2P5JF7UVMZUBXBZQT3QCA|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Five Stars
            "|Mostafa A.|May 17, 2018|Verified Purchase|5|"Our baby LOVES this. got it for him at 2 months and 4 months later he still loves it.
            "|RLV3QY6GI6MDH|AHL2FNQD5CJMVEHMDWHX5YV7QU4A|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love it
            "|Charles Soileau|January 24, 2019|Verified Purchase|5|"This is so fun and has so many options to keep your baby on their toes when playing. I do wish it had a few places where you could hang your own toys. I even taped a free to the top at times.
            "|RJ1O4A9CHSYK1|AGH7ZATACXLR2GXIY5KTJZTTBVSA|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Beautiful, but...
            "|Emily C.|February 18, 2019|Verified Purchase|1|"I purchased the lovevery playgym for my 2 month old because it looked nice and could last her into toddlerhood when converted into a tent.I found it to be pretty nicely constructed, but not as fully interactive when I first got it. My now 4 month old is getting a lot more out of it.My issue with the product is the quilted stitching on the mat is inraveling after one wash (air dried per the instructions).I justified spending so much on the gym because It would be used for several years, but I don’t think this will last into toddlerhood with the poor quality of the stitching.
            "|R1Z2RK4KIQN5HT|AG2CLMIYT2KVBZFNBIRHC27ZAU5Q|4
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Five Stars
            "|Kathryn McClellan|July 24, 2018|Verified Purchase|5|"Absolutely love the different activities and how it grows with my little one.
            "|RXO361S4WDSK|AE7SLPENFTAWJ7UKDII3XVRY44TQ|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"We love it!
            "|Kelly|March 1, 2018|Verified Purchase|5|"This is the best play gym on the market in my opinion. It's versatile, quality made, and supports baby's development for his first year. We love it!
            "|R3GE59OD1539YU|AE3K35ZXTORKQRPNB64W4RFHULVA|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great investment
            "|JFacc|July 4, 2018|Verified Purchase|5|"Love this playmat. Can grow with baby's developmental needs. Baby is happy with it too
            "|R33MRU857O2EN1|AF2OYCHLN7EUTWWY3YVIYLUSTP6Q|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"This play gym is beautiful. The patterns on the fabric are nice and ...
            "|Amazon Customer|June 2, 2018|Verified Purchase|5|"This play gym is beautiful. The patterns on the fabric are nice and vibrant. I am very excited to use this product with my first child.
            "|R6YL2ABXLNV8E|AHEFODX47IGVUQ26ELUOHX6H6SRQ|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Simply the best play gym
            "|Trey|January 12, 2019|Verified Purchase|5|"I can’t get over how much we love this play gym. From the tips on helping baby develop to the great little add ons (high contrast ball, teether, etc.) Plus the fact that the contrast ball and teether are made with organic cotton is another win.
            "|R3L7E3H3EOIDJ0|AENKA7GTIIJQTMHRKEX6UJYZBFKQ|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love this play gym
            "|Sean|November 26, 2017|Verified Purchase|5|"Love this play gym! From how much it entertains my 3 month old son to how it looks in the room. There are so many ways for my son to learn from this and I like the guide book it came with to know how to best use each area of the gym. You can tell a lot of thought went into designing it. The material is soft and easy to clean, it is easy to set up and it is made to grow with kids. I'm in love!
            "|R37Q7SC1XTXESW|AFEDSDCNKGFEVNMV5B6NOXJNJBKA|14
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Five Stars
            "|Amazon Customer|March 6, 2018|Verified Purchase|5|"Very Good quality. I like it, and hope my 3-month baby could enjoy it.
            "|RYUHL8IVLL6GF|AFMQ37AWPQHDO5FELGZCIQ5ND3ZQ|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Lovely and not too busy
            "|A Mccaffre|July 7, 2019|Verified Purchase|5|"First, I do wish the mat was a bit cheaper, but be sure to add it to your amazon baby registry. If no one buys it for you, you get 10 or 15% off, which does make a high priced item like this more affordable.I looked through a lot of playmats before buying this one. I wish the arms were a bit easier to put up, but after a few times of assembling and disassembling, I’m pretty quick at it. We have a small house, so I need something that can fold up and be put away between uses. We store the arms behind our play yard. After a month of constant use, it seems sturdy and like it will hold up to being put up and taken down everyday.I also like that this mat doesn’t have a million bells and whistles and isn’t so “baby” looking. It encourages my husband and I to be on the ground and playing with our baby while she’s on the mat, which I think is important. I also love the activity book that came with the mat and the toys too— these are really versatile and give us lots of ideas for play.I have hung an additional toy from the middle a few times, but I find my baby interacts with all the toys on the arms, even though she can’t roll yet and there isn’t one in the center. I noticed this was a negative for a lot of reviewers but it doesn’t hurt the usefulness of the mat in our household.
            "|R28PUZIPN20M95|AHCF34RGK446RYW4P72ZCMK73IDQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Would recommend
            "|Jeannette T.|January 24, 2019|Verified Purchase|5|"My baby loves this mat. Better made than I anticipated. Love that you can change the photos and came with a booklet about milestones for different ages.
            "|R2NZ11VMPCR3D9|AER3P55GRAEYNYFLYLOLFGTZPZTA|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"the most perfect play gym ever
            "|A. Copeland|June 16, 2018|Verified Purchase|5|"Truly, the most perfect play gym ever!
            "|R274ND0EQNKK8J|AHKNUVDW7KQWPWBSJR7ZK4UQYQTA|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best play gym
            "|laura|January 22, 2019|Verified Purchase|5|"I love this mat. I got it for my son when he was just a few weeks old. The black and white contrast cards were one of the first things he was really interested in. He will make an effort to look at the cards, which is perfect for tummy time now. The mat itself is soft and the whole play gym is a solid construction. It is not overwhelming for my young baby. I am excited for him to begin exploring the additional zones as he gets older. I am really impressed, especially compared to our other playgym, which is a popular brand. Totally worth the money.
            "|R2YB3IXMBG6E3O|AHZSGDB2OBGNUFRPWEKUZIOJPHLA|3
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Fun and educational
            "|Shana McKinney|April 11, 2018|Verified Purchase|5|"This is the best play gym! My 5 month old loves it. It’s so much better than those plastic ones.
            "|R1ADSOHFIRE8CV|AE42QCNJSSSSVOHTBR6PXGIVZMNQ|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great customer service!
            "|Mark|December 21, 2018|Verified Purchase|5|"I was very excited about this purchase and we're very happy with it.  It was missing one of the teething rings, so I emailed the company and they quickly responded.  They sent a teething ring and some extra contrast cards. For the price of the mat,  we appreciate the great customer service.  We are enjoying tummy time with our newborn and are excited to use the other features as he grows.
            "|R1BFG8QA54SXRM|AFISLIBS2FB4O6QH5VX3FI4L7D3Q|4
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Awesome play gym
            "|prettylady|March 7, 2018|Verified Purchase|5|"Awesome play gym!! Took me months to finally find the perfect one! Not only does it look great but it helps baby learn!
            "|R2QRBDG40K0ZE6|AHGR7AEHHLW7ASSZ4ZM7EDBL7WQQ|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"... I bought this for my newborn nephew and he LOVED IT RIGHT AWAY
            "|Nancy C|May 26, 2018|Verified Purchase|5|"OMG I bought this for my newborn nephew and he LOVED IT RIGHT AWAY! 4 days old and his eyes seemed engaged with the black and white colors!
            "|RB6TZY7A74GD9|AGVGZHIXW5PYIZNN2CVCQQE6UJYA|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Five Stars
            "|Amazon Customer|June 5, 2018|Verified Purchase|5|"Great construction and design.  Love the instructions so I have ideas of things to do with my baby!
            "|R26NPVYJLAYH7Y|AFL52BBPNANFEDCOHZD6KEG6BQLA|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"This is such a wonderful play mat
            "|Amazon Customer|March 21, 2018|Verified Purchase|5|"This is such a wonderful play mat! My baby is not here yet, but I can not wait to watch my son play and grow on it. Definitely a must have for learning and growing!!!
            "|R2CEJHN87K1HE8|AEXE7J5WIV4HMIDEM46H4WKC6IYA|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great quality/worth the money
            "|Stefanator|January 10, 2019|Verified Purchase|5|"Setup is a breeze, the Matt is machine washable (hallelujah), and everything can be easily stored for use with next baby. I love it!
            "|R1VBGPYX7LO4UB|AFWZJH3E6W32OSYC3GM63WZK744A|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Well worth the expense!
            "|Amazon Customer|July 15, 2018|Verified Purchase|5|"So glad I found this play gym for our 3-month-old. Looking forward to daily use for years of creative, physical  and educational play.
            "|R1G17HLO2XS10I|AFS5W7MBWKRBKJRIBYJPDJI5RO5A|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love it.
            "|Eric Pitts|July 10, 2018|Verified Purchase|5|"Love this activity mat!  But most importantly, my 3 month old loves it.
            "|R3MF5DPVLD7ASV|AEBU7MGQQG2RN6KUZ4IU6U3NQ6LQ|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Five Stars
            "|Theresa|March 20, 2018|Verified Purchase|5|"I love that it’s an easy assembly and comes with activities for each developmental stage.
            "|RPR0DMLU246ZY|AHMNV4A6AT7M4EAV5GQMLI2VVENA|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love this brand!
            "|The Shoo Shack|December 10, 2019|Verified Purchase|5|"There are much cheaper options I admit but I was set on this from before baby was born.  I wanted the learning activities and the size of the mat was attractive to me.  The ""learn to focus"" section is GREAT for newborns.  I put baby down on his tummy every day and sometimes on his back and he loves looking at the black and white cards.  They sit up at a nice angle that really encourages him to look over at them.  I can't wait to use more of the features!  A few notes...1) It is very large.  I put it on my queen bed and it's almost edge to edge.  Right now I'm just using the mat (not the bars) since he can't really see the things that dangle down.  It's still very useful for the ""learn to focus"" and I like the size being so large.2) It's colorful and fun, playful and the book that comes with activites is USEFUL!  For someone who doesn't have time to plan out step by step activities it takes the thinking out of things so I can sleep with my downtime! :)  Very useful for a first time Mom.3) It does fold up and put away nicely.  It's not quick though to take it apart and put away and that's why right now I'm just using the mat and learn to focus section.  Long term - I need a larger space to put this thing and for a smaller home or minimalist this might not be your best option.4) It's GREAT quality.  Product is holding up nicely!
            "|R28WU06M4HPGNW|AG5XXYZWUCKRO4XONEC6CTIQCRPA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love this Gym!
            "|EmmJay|July 19, 2018|Verified Purchase|4|"I love that this play gym comes with an age by age guide of how to interact with your baby using this product. Only 4 stars because I feel the placement of the hanging ball and Teether are too close to the supporting arm.
            "|RH4UV5OAKGBMS|AGHK6FU7RRKA4CWZTI2V7UWHXRSA|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great product
            "|Megan|November 17, 2018|Verified Purchase|5|"I love this! I can't stand tacky baby things and so I resisted purchasing a play mat until I found this. Great quality with wonderful explanations of developmentally appropriate play.
            "|R1SG24NYUF53OB|AE43NADHPNL4NDB7PZAP4Y7J25PA|6
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Beautiful and instructional
            "|EPG|February 3, 2019|Verified Purchase|5|"Like many, I was hesitant at the cost, but I am happy now that I made the purchase. It is beautifully constructed and tasteful, unlike so many other play mats. I love the flip book that tells me how to help baby get the most out of it at different developmental stages. We’ve been using it for several weeks now and both mom and baby love to play with it!
            "|RDX0XEMQ6JBHI|AH3PHJZBMP5CX5LV3OZIEG6GXYYA|3
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"One of the Best Gifts I Could Give to My Newborn!
            "|Kelsey Fox|March 13, 2019|Verified Purchase|5|"In the short time we've used it, the Lovevery Play Gym has proven it is worth both the cost and all the parenting-forum raves. My baby is only three weeks old, but we've been using the Lovevery for tummy time since she was one week. She focuses on the black-and-white images, which can be moved and rotated for variety -- very impressive! The play gym includes a packet of activity ideas, all of which promote development and are age appropriate.The Lovevery play gym was extremely easy to assemble. It's also very easy to clean. We are so happy with this purchase, knowing that it will be a great learning tool for our daughter. It's also high-quality enough to be saved for a future sibling. We love this product and will be purchasing additional products from Lovevery.
            "|R2843Q6G8B50HV|AHMSB646IFODF74MXRWYN4W45QLQ|3
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Highly recommend!!
            "|Julie D.|October 13, 2019|Verified Purchase|5|"Love love love this! I am a huge Lovevery fan, and they did it again with this baby gym! I was searching for a gym, but it seemed like all the gyms I looked at were so bright, made a bunch of noise, and overly patterned. I was overwhelmed looking at them, and I imagine they could easily overstimulate a baby. This gym is great because the sides can fold up so that the gym isn't too stimulating! Although it is pricy, it is so worth it because of quality and the length of time you'll get use from it! The quality is great; everything is fabric, wood, or silicone. I also like that it can turn into a tent for toddlers, so it's not something you get rid of as they grow but instead grows with them.
            "|R2VRDNHNXAHZO6|AG4BJWOWZSR57HSCLV3BSBY6WQCQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Easy setup and not garish - an attractive play gym
            "|Patrina Bosso|July 8, 2018|Verified Purchase|5|"Easy to setup, entertaining for our 3 month old (and our dog!), not garish nor finicky
            "|R9Z3E2P8LGSYA|AE3EG3M7JCC5BGQYDTYAQ3UWT5CA|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Fantastic product! My 6 months old loves but fabric ...
            "|Kristin Goebel|March 22, 2018|Verified Purchase|4|"Fantastic product! My 6 months old loves but fabric choice is poor - everything sticks to it. I’m constantly cleaning it or using a link roller/tape to remove fuzz/hairs/etc and we have a pet free all hardwood home. Would still recommend but not as hassle free as I had hoped.
            "|RTRW9H8QYHKCO|AERAKGDIQJD6CFUWYXA5LUKPBQWA|6
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great and better for growing
            "|Saad Saeed|January 4, 2019|Verified Purchase|4|"Seems to like it. Good for tummy time. Less so for back time. He plays with everything and even found the teether. Imagine it will grow with him better than the other play mats, but doesn’t keep his attention on his back as well as the skip hop one that makes noise. (But tummy time is more important so...)
            "|R8ZZYMZB41UYI|AFDRKSFSORWYL3TTQ4L6QD2LWA6A|4
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Beautiful and high-quality
            "|Megan|January 10, 2019|Verified Purchase|5|"I love this play gym! I love the beautiful and minimalistic design, it’s so different from the other play gyms on the market, I actually don’t mind having it out in my living room. It’s incredibly well made and my twin boys love playing with it!
            "|R2RQH2DSPN7ZF7|AEUCYSPE7DW7T5FHTU7IJ56HPIYQ|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Phenomenal Activity Gym
            "|Esperanza G. Trujillo|November 27, 2018|Verified Purchase|5|"I love the fact that this gym has everything...my baby girl is currently teething and her favorite part of the gym is the hide and seek section along with the hanging wooden bell. Great mat for babies and toddlers.
            "|R3U51L4S3T8K2Y|AF2QI54CWMOWFVF6E3QKTZM3WJQQ|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Absolutely LOVE this play gym
            "|Karolyn Wright|April 27, 2018|Verified Purchase|5|"Absolutely LOVE this play gym. Everything is such great quality and my little 3 month old babe has so much fun with it.
            "|ROA3L6SPJFC65|AHTFYIFZFPOAWCSJT4KQG4CXXDTQ|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Five Stars
            "|PlainolP|May 12, 2018|Verified Purchase|5|"Worth it!......2 month update and I still love this product.
            "|R2ELLPFJ1CZDZE|AEDYJJDHCRAIJYJCKQ6EIMCMOTQQ|7
